YYYY-MM-DD,hh:mm, Value
2010-01-01,--:--,     22.010
2010-01-02,--:--,     21.960
2010-01-03,--:--,     21.830
2010-01-04,--:--,     21.920
2010-01-05,--:--,     21.640
2010-01-06,--:--,     21.570
2010-01-07,--:--,     21.360
2010-01-08,--:--,     21.440
2010-01-09,--:--,     21.290
2010-01-10,--:--,     21.180
2010-01-11,--:--,     21.730
2010-01-12,--:--,     21.380
2010-01-13,--:--,     21.460
2010-01-14,--:--,     21.000
2010-01-15,--:--,     21.020
2010-01-16,--:--,     21.060
2010-01-17,--:--,     21.430
2010-01-18,--:--,     21.430
2010-01-19,--:--,     21.180
2010-01-20,--:--,     21.270
2010-01-21,--:--,     22.780
2010-01-22,--:--,     23.900
2010-01-23,--:--,     23.980
2010-01-24,--:--,     23.680
2010-01-25,--:--,     22.910
2010-01-26,--:--,     23.510
2010-01-27,--:--,     23.440
2010-01-28,--:--,     24.170
2010-01-29,--:--,     23.420
2010-01-30,--:--,     23.450
2010-01-31,--:--,     24.750
2010-02-01,--:--,     28.500
2010-02-02,--:--,     26.990
2010-02-03,--:--,     25.140
2010-02-04,--:--,     24.880
2010-02-05,--:--,     24.540
2010-02-06,--:--,     24.280
2010-02-07,--:--,     24.080
2010-02-08,--:--,     23.700
2010-02-09,--:--,     23.510
2010-02-10,--:--,     23.190
2010-02-11,--:--,     23.250
2010-02-12,--:--,     23.310
2010-02-13,--:--,     23.250
2010-02-14,--:--,     23.080
2010-02-15,--:--,     23.150
2010-02-16,--:--,     23.460
2010-02-17,--:--,     23.560
2010-02-18,--:--,     23.450
2010-02-19,--:--,     23.270
2010-02-20,--:--,     22.890
2010-02-21,--:--,     22.870
2010-02-22,--:--,     22.600
2010-02-23,--:--,     22.380
2010-02-24,--:--,     22.180
2010-02-25,--:--,     22.690
2010-02-26,--:--,     23.210
2010-02-27,--:--,     22.540
2010-02-28,--:--,     22.640
2010-03-01,--:--,     22.180
2010-03-02,--:--,     22.430
2010-03-03,--:--,     21.910
2010-03-04,--:--,     22.150
2010-03-05,--:--,     21.690
2010-03-06,--:--,     21.650
2010-03-07,--:--,     21.500
2010-03-08,--:--,     21.290
2010-03-09,--:--,     21.110
2010-03-10,--:--,     20.950
2010-03-11,--:--,     20.910
2010-03-12,--:--,     20.600
2010-03-13,--:--,     20.740
2010-03-14,--:--,     20.450
2010-03-15,--:--,     20.310
2010-03-16,--:--,     20.340
2010-03-17,--:--,     20.300
2010-03-18,--:--,     20.160
2010-03-19,--:--,     20.080
2010-03-20,--:--,     20.240
2010-03-21,--:--,     19.980
2010-03-22,--:--,     19.960
2010-03-23,--:--,     19.980
2010-03-24,--:--,     20.190
2010-03-25,--:--,     20.850
2010-03-26,--:--,     20.470
2010-03-27,--:--,     20.340
2010-03-28,--:--,     20.160
2010-03-29,--:--,     20.060
2010-03-30,--:--,     19.890
2010-03-31,--:--,     19.870
2010-04-01,--:--,     19.840
2010-04-02,--:--,     19.850
2010-04-03,--:--,     19.890
2010-04-04,--:--,     19.980
2010-04-05,--:--,     19.940
2010-04-06,--:--,     20.520
2010-04-07,--:--,     22.170
2010-04-08,--:--,     20.890
2010-04-09,--:--,     20.720
2010-04-10,--:--,     20.590
2010-04-11,--:--,     20.450
2010-04-12,--:--,     20.520
2010-04-13,--:--,     20.470
2010-04-14,--:--,     21.350
2010-04-15,--:--,     20.850
2010-04-16,--:--,     20.660
2010-04-17,--:--,     20.320
2010-04-18,--:--,     20.470
2010-04-19,--:--,     20.310
2010-04-20,--:--,     20.420
2010-04-21,--:--,     20.130
2010-04-22,--:--,     20.180
2010-04-23,--:--,     20.160
2010-04-24,--:--,     20.130
2010-04-25,--:--,     19.980
2010-04-26,--:--,     20.090
2010-04-27,--:--,     20.630
2010-04-28,--:--,     21.690
2010-04-29,--:--,     20.720
2010-04-30,--:--,     20.570
2010-05-01,--:--,     20.800
2010-05-02,--:--,     20.550
2010-05-03,--:--,     20.370
2010-05-04,--:--,     20.410
2010-05-05,--:--,     20.130
2010-05-06,--:--,     20.030
2010-05-07,--:--,     20.090
2010-05-08,--:--,     20.040
2010-05-09,--:--,     20.030
2010-05-10,--:--,     19.900
2010-05-11,--:--,     19.990
2010-05-12,--:--,     20.000
2010-05-13,--:--,     24.350
2010-05-14,--:--,     22.850
2010-05-15,--:--,     23.950
2010-05-16,--:--,     25.330
2010-05-17,--:--,     23.480
2010-05-18,--:--,     22.980
2010-05-19,--:--,     22.640
2010-05-20,--:--,     22.430
2010-05-21,--:--,     23.440
2010-05-22,--:--,     22.770
2010-05-23,--:--,     22.470
2010-05-24,--:--,     32.930
2010-05-25,--:--,     49.000
2010-05-26,--:--,     37.210
2010-05-27,--:--,     32.250
2010-05-28,--:--,     32.190
2010-05-29,--:--,     31.170
2010-05-30,--:--,     29.570
2010-05-31,--:--,     28.610
2010-06-01,--:--,     30.380
2010-06-02,--:--,     32.900
2010-06-03,--:--,     29.450
2010-06-04,--:--,     28.440
2010-06-05,--:--,     27.910
2010-06-06,--:--,     33.890
2010-06-07,--:--,     40.450
2010-06-08,--:--,     35.100
2010-06-09,--:--,     33.260
2010-06-10,--:--,     31.830
2010-06-11,--:--,     34.510
2010-06-12,--:--,     33.800
2010-06-13,--:--,     32.560
2010-06-14,--:--,     31.690
2010-06-15,--:--,     31.060
2010-06-16,--:--,     30.310
2010-06-17,--:--,     29.850
2010-06-18,--:--,     29.370
2010-06-19,--:--,     29.040
2010-06-20,--:--,     35.230
2010-06-21,--:--,     35.080
2010-06-22,--:--,     31.770
2010-06-23,--:--,     30.810
2010-06-24,--:--,     30.620
2010-06-25,--:--,     31.790
2010-06-26,--:--,     31.690
2010-06-27,--:--,     30.730
2010-06-28,--:--,     30.200
2010-06-29,--:--,     30.370
2010-06-30,--:--,     29.740
2010-07-01,--:--,     29.270
2010-07-02,--:--,     28.930
2010-07-03,--:--,     28.640
2010-07-04,--:--,     28.420
2010-07-05,--:--,     28.650
2010-07-06,--:--,     28.690
2010-07-07,--:--,     28.120
2010-07-08,--:--,     27.920
2010-07-09,--:--,     27.520
2010-07-10,--:--,     26.970
2010-07-11,--:--,     26.810
2010-07-12,--:--,     26.660
2010-07-13,--:--,     26.410
2010-07-14,--:--,     26.340
2010-07-15,--:--,     26.230
2010-07-16,--:--,     26.120
2010-07-17,--:--,     27.170
2010-07-18,--:--,     26.060
2010-07-19,--:--,     25.700
2010-07-20,--:--,     25.500
2010-07-21,--:--,     25.280
2010-07-22,--:--,     29.610
2010-07-23,--:--,     28.880
2010-07-24,--:--,     26.950
2010-07-25,--:--,     26.080
2010-07-26,--:--,     25.790
2010-07-27,--:--,     25.650
2010-07-28,--:--,     25.430
2010-07-29,--:--,     25.280
2010-07-30,--:--,     24.910
2010-07-31,--:--,     24.740
2010-08-01,--:--,     25.060
2010-08-02,--:--,     31.940
2010-08-03,--:--,     30.760
2010-08-04,--:--,     31.520
2010-08-05,--:--,     38.320
2010-08-06,--:--,     33.540
2010-08-07,--:--,     33.220
2010-08-08,--:--,     39.930
2010-08-09,--:--,     36.350
2010-08-10,--:--,     34.700
2010-08-11,--:--,     33.180
2010-08-12,--:--,     32.780
2010-08-13,--:--,     32.510
2010-08-14,--:--,     48.590
2010-08-15,--:--,     60.520
2010-08-16,--:--,     53.000
2010-08-17,--:--,     49.010
2010-08-18,--:--,     46.040
2010-08-19,--:--,     43.900
2010-08-20,--:--,     42.600
2010-08-21,--:--,     41.120
2010-08-22,--:--,     40.050
2010-08-23,--:--,     38.950
2010-08-24,--:--,     37.960
2010-08-25,--:--,     37.230
2010-08-26,--:--,     40.310
2010-08-27,--:--,     37.690
2010-08-28,--:--,     36.660
2010-08-29,--:--,     36.700
2010-08-30,--:--,     36.120
2010-08-31,--:--,     35.110
2010-09-01,--:--,     34.520
2010-09-02,--:--,     34.190
2010-09-03,--:--,     34.250
2010-09-04,--:--,     33.580
2010-09-05,--:--,     33.080
2010-09-06,--:--,     32.830
2010-09-07,--:--,     33.200
2010-09-08,--:--,     32.610
2010-09-09,--:--,     35.900
2010-09-10,--:--,     44.260
2010-09-11,--:--,     38.450
2010-09-12,--:--,     43.630
2010-09-13,--:--,     42.430
2010-09-14,--:--,     40.880
2010-09-15,--:--,     39.360
2010-09-16,--:--,     39.550
2010-09-17,--:--,     40.260
2010-09-18,--:--,     39.920
2010-09-19,--:--,     39.260
2010-09-20,--:--,     38.190
2010-09-21,--:--,     37.910
2010-09-22,--:--,     37.660
2010-09-23,--:--,     37.040
2010-09-24,--:--,     36.430
2010-09-25,--:--,     36.120
2010-09-26,--:--,     35.690
2010-09-27,--:--,     35.290
2010-09-28,--:--,     35.040
2010-09-29,--:--,     34.610
2010-09-30,--:--,     34.640
2010-10-01,--:--,     35.920
2010-10-02,--:--,     34.380
2010-10-03,--:--,     33.970
2010-10-04,--:--,     33.530
2010-10-05,--:--,     33.220
2010-10-06,--:--,     32.990
2010-10-07,--:--,     32.810
2010-10-08,--:--,     32.540
2010-10-09,--:--,     32.720
2010-10-10,--:--,     32.200
2010-10-11,--:--,     32.150
2010-10-12,--:--,     31.540
2010-10-13,--:--,     31.630
2010-10-14,--:--,     32.230
2010-10-15,--:--,     31.850
2010-10-16,--:--,     31.410
2010-10-17,--:--,     31.680
2010-10-18,--:--,     32.070
2010-10-19,--:--,     30.700
2010-10-20,--:--,     30.450
2010-10-21,--:--,     30.160
2010-10-22,--:--,     30.040
2010-10-23,--:--,     29.790
2010-10-24,--:--,     29.600
2010-10-25,--:--,     29.310
2010-10-26,--:--,     29.280
2010-10-27,--:--,     29.120
2010-10-28,--:--,     28.880
2010-10-29,--:--,     28.690
2010-10-30,--:--,     28.550
2010-10-31,--:--,     28.290
2010-11-01,--:--,     27.910
2010-11-02,--:--,     27.720
2010-11-03,--:--,     27.500
2010-11-04,--:--,     27.460
2010-11-05,--:--,     28.300
2010-11-06,--:--,     28.090
2010-11-07,--:--,     27.400
2010-11-08,--:--,     27.020
2010-11-09,--:--,     26.710
2010-11-10,--:--,     26.660
2010-11-11,--:--,     26.490
2010-11-12,--:--,     26.430
2010-11-13,--:--,     26.240
2010-11-14,--:--,     26.170
2010-11-15,--:--,     26.120
2010-11-16,--:--,     25.920
2010-11-17,--:--,     25.860
2010-11-18,--:--,     25.650
2010-11-19,--:--,     25.620
2010-11-20,--:--,     26.070
2010-11-21,--:--,     26.910
2010-11-22,--:--,     26.360
2010-11-23,--:--,     26.290
2010-11-24,--:--,     27.310
2010-11-25,--:--,     26.270
2010-11-26,--:--,     26.190
2010-11-27,--:--,     25.770
2010-11-28,--:--,     25.560
2010-11-29,--:--,     25.380
2010-11-30,--:--,     25.460
2010-12-01,--:--,     25.220
2010-12-02,--:--,     25.130
2010-12-03,--:--,     24.990
2010-12-04,--:--,     24.830
2010-12-05,--:--,     24.760
2010-12-06,--:--,     24.620
2010-12-07,--:--,     24.570
2010-12-08,--:--,     24.520
2010-12-09,--:--,     26.020
2010-12-10,--:--,     24.910
2010-12-11,--:--,     24.700
2010-12-12,--:--,     24.530
2010-12-13,--:--,     24.220
2010-12-14,--:--,     24.050
2010-12-15,--:--,     24.080
2010-12-16,--:--,     24.090
2010-12-17,--:--,     26.190
2010-12-18,--:--,     26.590
2010-12-19,--:--,     30.270
2010-12-20,--:--,     37.210
2010-12-21,--:--,     31.350
2010-12-22,--:--,     29.000
2010-12-23,--:--,     28.160
2010-12-24,--:--,     27.570
2010-12-25,--:--,     27.200
2010-12-26,--:--,     26.710
2010-12-27,--:--,     26.290
2010-12-28,--:--,     27.070
2010-12-29,--:--,     26.540
2010-12-30,--:--,     25.900
2010-12-31,--:--,     25.850
2011-01-01,--:--,     25.580
2011-01-02,--:--,     25.210
2011-01-03,--:--,     24.910
2011-01-04,--:--,     24.700
2011-01-05,--:--,     24.600
2011-01-06,--:--,     24.530
2011-01-07,--:--,     24.520
2011-01-08,--:--,     24.340
2011-01-09,--:--,     23.930
2011-01-10,--:--,     23.850
2011-01-11,--:--,     23.620
2011-01-12,--:--,     23.480
2011-01-13,--:--,     23.360
2011-01-14,--:--,     23.460
2011-01-15,--:--,     23.290
2011-01-16,--:--,     23.270
2011-01-17,--:--,     23.120
2011-01-18,--:--,     24.300
2011-01-19,--:--,     27.490
2011-01-20,--:--,     24.620
2011-01-21,--:--,     23.980
2011-01-22,--:--,     24.400
2011-01-23,--:--,     45.020
2011-01-24,--:--,     62.580
2011-01-25,--:--,     51.270
2011-01-26,--:--,     44.650
2011-01-27,--:--,     40.640
2011-01-28,--:--,     38.130
2011-01-29,--:--,     63.960
2011-01-30,--:--,     64.210
2011-01-31,--:--,     54.970
2011-02-01,--:--,     50.470
2011-02-02,--:--,     47.170
2011-02-03,--:--,     44.160
2011-02-04,--:--,     42.980
2011-02-05,--:--,     41.390
2011-02-06,--:--,     40.200
2011-02-07,--:--,     39.260
2011-02-08,--:--,     38.620
2011-02-09,--:--,     37.780
2011-02-10,--:--,     36.800
2011-02-11,--:--,     36.350
2011-02-12,--:--,     36.030
2011-02-13,--:--,     35.330
2011-02-14,--:--,     34.590
2011-02-15,--:--,     34.120
2011-02-16,--:--,     33.960
2011-02-17,--:--,     33.290
2011-02-18,--:--,     33.100
2011-02-19,--:--,     32.870
2011-02-20,--:--,     32.580
2011-02-21,--:--,     32.240
2011-02-22,--:--,     31.960
2011-02-23,--:--,     31.820
2011-02-24,--:--,     31.930
2011-02-25,--:--,     34.340
2011-02-26,--:--,     32.330
2011-02-27,--:--,     33.130
2011-02-28,--:--,     31.730
2011-03-01,--:--,     31.340
2011-03-02,--:--,     31.150
2011-03-03,--:--,     30.980
2011-03-04,--:--,     30.990
2011-03-05,--:--,     32.140
2011-03-06,--:--,     35.440
2011-03-07,--:--,     32.760
2011-03-08,--:--,     31.790
2011-03-09,--:--,     31.340
2011-03-10,--:--,     30.720
2011-03-11,--:--,     30.890
2011-03-12,--:--,     30.530
2011-03-13,--:--,     30.400
2011-03-14,--:--,     30.470
2011-03-15,--:--,     29.690
2011-03-16,--:--,     29.380
2011-03-17,--:--,     29.320
2011-03-18,--:--,     29.520
2011-03-19,--:--,     29.480
2011-03-20,--:--,     29.500
2011-03-21,--:--,     29.460
2011-03-22,--:--,     34.260
2011-03-23,--:--,     32.010
2011-03-24,--:--,     30.370
2011-03-25,--:--,     29.870
2011-03-26,--:--,     30.290
2011-03-27,--:--,     33.620
2011-03-28,--:--,     32.350
2011-03-29,--:--,     31.030
2011-03-30,--:--,     30.420
2011-03-31,--:--,     29.980
2011-04-01,--:--,     29.870
2011-04-02,--:--,     29.710
2011-04-03,--:--,     32.360
2011-04-04,--:--,     36.030
2011-04-05,--:--,     35.850
2011-04-06,--:--,     33.830
2011-04-07,--:--,     33.020
2011-04-08,--:--,     32.200
2011-04-09,--:--,     31.730
2011-04-10,--:--,     31.250
2011-04-11,--:--,     31.000
2011-04-12,--:--,     30.710
2011-04-13,--:--,     30.440
2011-04-14,--:--,     30.370
2011-04-15,--:--,     30.080
2011-04-16,--:--,     30.600
2011-04-17,--:--,     31.310
2011-04-18,--:--,     30.160
2011-04-19,--:--,     29.720
2011-04-20,--:--,     29.660
2011-04-21,--:--,     29.390
2011-04-22,--:--,     29.940
2011-04-23,--:--,     29.960
2011-04-24,--:--,     30.090
2011-04-25,--:--,     30.790
2011-04-26,--:--,     45.890
2011-04-27,--:--,     44.880
2011-04-28,--:--,     38.400
2011-04-29,--:--,     36.260
2011-04-30,--:--,     35.070
2011-05-01,--:--,     34.550
2011-05-02,--:--,     34.780
2011-05-03,--:--,     47.780
2011-05-04,--:--,     44.010
2011-05-05,--:--,     40.580
2011-05-06,--:--,     42.830
2011-05-07,--:--,     47.890
2011-05-08,--:--,     47.060
2011-05-09,--:--,     45.030
2011-05-10,--:--,     43.320
2011-05-11,--:--,     43.790
2011-05-12,--:--,     52.420
2011-05-13,--:--,     51.270
2011-05-14,--:--,     49.900
2011-05-15,--:--,     48.770
2011-05-16,--:--,     48.160
2011-05-17,--:--,     47.010
2011-05-18,--:--,     46.100
2011-05-19,--:--,     45.010
2011-05-20,--:--,     44.400
2011-05-21,--:--,     43.700
2011-05-22,--:--,     43.310
2011-05-23,--:--,     42.490
2011-05-24,--:--,     42.190
2011-05-25,--:--,     41.920
2011-05-26,--:--,     48.670
2011-05-27,--:--,     57.400
2011-05-28,--:--,     51.300
2011-05-29,--:--,     48.510
2011-05-30,--:--,     46.960
2011-05-31,--:--,     45.970
2011-06-01,--:--,     45.250
2011-06-02,--:--,     44.330
2011-06-03,--:--,     43.780
2011-06-04,--:--,     43.950
2011-06-05,--:--,     50.930
2011-06-06,--:--,     48.110
2011-06-07,--:--,     46.080
2011-06-08,--:--,     45.650
2011-06-09,--:--,     44.900
2011-06-10,--:--,     47.280
2011-06-11,--:--,     51.960
2011-06-12,--:--,     49.610
2011-06-13,--:--,     48.200
2011-06-14,--:--,     47.030
2011-06-15,--:--,     46.730
2011-06-16,--:--,     45.710
2011-06-17,--:--,     45.320
2011-06-18,--:--,     49.310
2011-06-19,--:--,     50.100
2011-06-20,--:--,     47.900
2011-06-21,--:--,     47.400
2011-06-22,--:--,     46.250
2011-06-23,--:--,     46.500
2011-06-24,--:--,     47.860
2011-06-25,--:--,     50.900
2011-06-26,--:--,     47.730
2011-06-27,--:--,     46.300
2011-06-28,--:--,     45.730
2011-06-29,--:--,     45.500
2011-06-30,--:--,     44.720
2011-07-01,--:--,     44.190
2011-07-02,--:--,     43.770
2011-07-03,--:--,     43.300
2011-07-04,--:--,     43.170
2011-07-05,--:--,     43.210
2011-07-06,--:--,     43.320
2011-07-07,--:--,     43.000
2011-07-08,--:--,     43.450
2011-07-09,--:--,     42.880
2011-07-10,--:--,     43.210
2011-07-11,--:--,     42.540
2011-07-12,--:--,     43.450
2011-07-13,--:--,     42.830
2011-07-14,--:--,     43.590
2011-07-15,--:--,     42.750
2011-07-16,--:--,     42.000
2011-07-17,--:--,     41.560
2011-07-18,--:--,     41.100
2011-07-19,--:--,     40.830
2011-07-20,--:--,     40.560
2011-07-21,--:--,     40.370
2011-07-22,--:--,     40.560
2011-07-23,--:--,     40.180
2011-07-24,--:--,     40.730
2011-07-25,--:--,     40.290
2011-07-26,--:--,     39.570
2011-07-27,--:--,     39.230
2011-07-28,--:--,     38.960
2011-07-29,--:--,     38.830
2011-07-30,--:--,     38.500
2011-07-31,--:--,     37.760
2011-08-01,--:--,     37.810
2011-08-02,--:--,     37.700
2011-08-03,--:--,     37.660
2011-08-04,--:--,     37.510
2011-08-05,--:--,     37.280
2011-08-06,--:--,     37.070
2011-08-07,--:--,     37.320
2011-08-08,--:--,     37.150
2011-08-09,--:--,     36.700
2011-08-10,--:--,     36.400
2011-08-11,--:--,     37.700
2011-08-12,--:--,     38.670
2011-08-13,--:--,     37.450
2011-08-14,--:--,     36.940
2011-08-15,--:--,     36.740
2011-08-16,--:--,     36.380
2011-08-17,--:--,     35.960
2011-08-18,--:--,     35.680
2011-08-19,--:--,     35.420
2011-08-20,--:--,     35.140
2011-08-21,--:--,     34.900
2011-08-22,--:--,     34.680
2011-08-23,--:--,     34.540
2011-08-24,--:--,     34.460
2011-08-25,--:--,     34.320
2011-08-26,--:--,     34.170
2011-08-27,--:--,     34.050
2011-08-28,--:--,     33.900
2011-08-29,--:--,     33.840
2011-08-30,--:--,     34.890
2011-08-31,--:--,     35.050
2011-09-01,--:--,     34.270
2011-09-02,--:--,     33.960
2011-09-03,--:--,     33.660
2011-09-04,--:--,     33.410
2011-09-05,--:--,     33.180
2011-09-06,--:--,     32.990
2011-09-07,--:--,     32.980
2011-09-08,--:--,     32.860
2011-09-09,--:--,     32.770
2011-09-10,--:--,     32.640
2011-09-11,--:--,     33.210
2011-09-12,--:--,     33.910
2011-09-13,--:--,     33.020
2011-09-14,--:--,     32.990
2011-09-15,--:--,     32.750
2011-09-16,--:--,     32.560
2011-09-17,--:--,     32.330
2011-09-18,--:--,     32.580
2011-09-19,--:--,     32.680
2011-09-20,--:--,     32.270
2011-09-21,--:--,     32.000
2011-09-22,--:--,     31.940
2011-09-23,--:--,     31.710
2011-09-24,--:--,     31.660
2011-09-25,--:--,     31.680
2011-09-26,--:--,     31.690
2011-09-27,--:--,     31.260
2011-09-28,--:--,     31.230
2011-09-29,--:--,     31.080
2011-09-30,--:--,     31.060
2011-10-01,--:--,     30.740
2011-10-02,--:--,     31.430
2011-10-03,--:--,     34.470
2011-10-04,--:--,     38.380
2011-10-05,--:--,     34.820
2011-10-06,--:--,     34.010
2011-10-07,--:--,     34.250
2011-10-08,--:--,     33.350
2011-10-09,--:--,     32.920
2011-10-10,--:--,     32.810
2011-10-11,--:--,     42.220
2011-10-12,--:--,     61.130
2011-10-13,--:--,     58.510
2011-10-14,--:--,     50.440
2011-10-15,--:--,     46.710
2011-10-16,--:--,     45.040
2011-10-17,--:--,     43.350
2011-10-18,--:--,     46.090
2011-10-19,--:--,     43.550
2011-10-20,--:--,     41.960
2011-10-21,--:--,     41.260
2011-10-22,--:--,     40.730
2011-10-23,--:--,     40.440
2011-10-24,--:--,     39.410
2011-10-25,--:--,     39.050
2011-10-26,--:--,     38.610
2011-10-27,--:--,     38.270
2011-10-28,--:--,     37.830
2011-10-29,--:--,     37.800
2011-10-30,--:--,     37.640
2011-10-31,--:--,     37.130
2011-11-01,--:--,     37.540
2011-11-02,--:--,     42.330
2011-11-03,--:--,     39.400
2011-11-04,--:--,     38.430
2011-11-05,--:--,     37.620
2011-11-06,--:--,     37.230
2011-11-07,--:--,     36.930
2011-11-08,--:--,     36.480
2011-11-09,--:--,     36.200
2011-11-10,--:--,     35.930
2011-11-11,--:--,     35.490
2011-11-12,--:--,     35.330
2011-11-13,--:--,     35.120
2011-11-14,--:--,     35.000
2011-11-15,--:--,     35.870
2011-11-16,--:--,     35.120
2011-11-17,--:--,     34.600
2011-11-18,--:--,     34.420
2011-11-19,--:--,     34.210
2011-11-20,--:--,     33.970
2011-11-21,--:--,     33.630
2011-11-22,--:--,     33.320
2011-11-23,--:--,     33.150
2011-11-24,--:--,     33.380
2011-11-25,--:--,     33.090
2011-11-26,--:--,     33.000
2011-11-27,--:--,     32.570
2011-11-28,--:--,     32.460
2011-11-29,--:--,     32.240
2011-11-30,--:--,     32.030
2011-12-01,--:--,     31.740
2011-12-02,--:--,     32.010
2011-12-03,--:--,     33.070
2011-12-04,--:--,     35.180
2011-12-05,--:--,     35.480
2011-12-06,--:--,     34.370
2011-12-07,--:--,     33.620
2011-12-08,--:--,     33.230
2011-12-09,--:--,     32.790
2011-12-10,--:--,     32.600
2011-12-11,--:--,     32.410
2011-12-12,--:--,     32.380
2011-12-13,--:--,     32.890
2011-12-14,--:--,     33.100
2011-12-15,--:--,     35.470
2011-12-16,--:--,     40.990
2011-12-17,--:--,     38.720
2011-12-18,--:--,     38.120
2011-12-19,--:--,     37.430
2011-12-20,--:--,     36.530
2011-12-21,--:--,     35.880
2011-12-22,--:--,     35.480
2011-12-23,--:--,     35.280
2011-12-24,--:--,     34.850
2011-12-25,--:--,     34.670
2011-12-26,--:--,     34.310
2011-12-27,--:--,     34.060
2011-12-28,--:--,     33.770
2011-12-29,--:--,     33.880
2011-12-30,--:--,     36.980
2011-12-31,--:--,     52.660
2012-01-01,--:--,     62.610
2012-01-02,--:--,     56.560
2012-01-03,--:--,     51.840
2012-01-04,--:--,     48.690
2012-01-05,--:--,     47.030
2012-01-06,--:--,     45.540
2012-01-07,--:--,     44.770
2012-01-08,--:--,     49.980
2012-01-09,--:--,     49.790
2012-01-10,--:--,     48.480
2012-01-11,--:--,     47.480
2012-01-12,--:--,     46.300
2012-01-13,--:--,     46.320
2012-01-14,--:--,     45.390
2012-01-15,--:--,     44.490
2012-01-16,--:--,     43.710
2012-01-17,--:--,     43.080
2012-01-18,--:--,     42.570
2012-01-19,--:--,     42.190
2012-01-20,--:--,     41.820
2012-01-21,--:--,     41.400
2012-01-22,--:--,     41.040
2012-01-23,--:--,     40.620
2012-01-24,--:--,     40.220
2012-01-25,--:--,     39.570
2012-01-26,--:--,     39.000
2012-01-27,--:--,     38.900
2012-01-28,--:--,     38.910
2012-01-29,--:--,     38.660
2012-01-30,--:--,     38.070
2012-01-31,--:--,     37.720
2012-02-01,--:--,     37.670
2012-02-02,--:--,     37.460
2012-02-03,--:--,     37.150
2012-02-04,--:--,     36.840
2012-02-05,--:--,     36.540
2012-02-06,--:--,     36.320
2012-02-07,--:--,     36.110
2012-02-08,--:--,     35.920
2012-02-09,--:--,     35.720
2012-02-10,--:--,     35.530
2012-02-11,--:--,     35.510
2012-02-12,--:--,     35.290
2012-02-13,--:--,     36.350
2012-02-14,--:--,     36.380
2012-02-15,--:--,     36.500
2012-02-16,--:--,     36.500
2012-02-17,--:--,     36.080
2012-02-18,--:--,     36.690
2012-02-19,--:--,     35.580
2012-02-20,--:--,     35.210
2012-02-21,--:--,     35.460
2012-02-22,--:--,     36.130
2012-02-23,--:--,     38.260
2012-02-24,--:--,     38.140
2012-02-25,--:--,     36.510
2012-02-26,--:--,     35.820
2012-02-27,--:--,     35.510
2012-02-28,--:--,     35.460
2012-02-29,--:--,     36.760
2012-03-01,--:--,     35.610
2012-03-02,--:--,     35.310
2012-03-03,--:--,     36.970
2012-03-04,--:--,     35.320
2012-03-05,--:--,     34.680
2012-03-06,--:--,     34.470
2012-03-07,--:--,     34.350
2012-03-08,--:--,     34.280
2012-03-09,--:--,     33.820
2012-03-10,--:--,     33.880
2012-03-11,--:--,     33.860
2012-03-12,--:--,     37.050
2012-03-13,--:--,     35.430
2012-03-14,--:--,     34.060
2012-03-15,--:--,     33.700
2012-03-16,--:--,     33.420
2012-03-17,--:--,     33.290
2012-03-18,--:--,     33.390
2012-03-19,--:--,     34.700
2012-03-20,--:--,     36.340
2012-03-21,--:--,     35.240
2012-03-22,--:--,     43.860
2012-03-23,--:--,     40.230
2012-03-24,--:--,     38.320
2012-03-25,--:--,     38.490
2012-03-26,--:--,     37.350
2012-03-27,--:--,     36.660
2012-03-28,--:--,     36.290
2012-03-29,--:--,     35.810
2012-03-30,--:--,     35.480
2012-03-31,--:--,     35.320
2012-04-01,--:--,     35.000
2012-04-02,--:--,     34.920
2012-04-03,--:--,     34.800
2012-04-04,--:--,     34.570
2012-04-05,--:--,     34.170
2012-04-06,--:--,     34.000
2012-04-07,--:--,     33.710
2012-04-08,--:--,     33.660
2012-04-09,--:--,     33.450
2012-04-10,--:--,     33.290
2012-04-11,--:--,     33.460
2012-04-12,--:--,     37.560
2012-04-13,--:--,     34.970
2012-04-14,--:--,     34.220
2012-04-15,--:--,     33.540
2012-04-16,--:--,     33.430
2012-04-17,--:--,     33.230
2012-04-18,--:--,     32.990
2012-04-19,--:--,     32.810
2012-04-20,--:--,     32.550
2012-04-21,--:--,     32.530
2012-04-22,--:--,     32.380
2012-04-23,--:--,     32.260
2012-04-24,--:--,     32.190
2012-04-25,--:--,     32.020
2012-04-26,--:--,     32.040
2012-04-27,--:--,     33.560
2012-04-28,--:--,     33.390
2012-04-29,--:--,     32.450
2012-04-30,--:--,     32.330
2012-05-01,--:--,     32.140
2012-05-02,--:--,     31.860
2012-05-03,--:--,     31.600
2012-05-04,--:--,     31.460
2012-05-05,--:--,     31.230
2012-05-06,--:--,     31.240
2012-05-07,--:--,     31.140
2012-05-08,--:--,     31.390
2012-05-09,--:--,     40.170
2012-05-10,--:--,     45.180
2012-05-11,--:--,     40.120
2012-05-12,--:--,     37.300
2012-05-13,--:--,     36.420
2012-05-14,--:--,     36.530
2012-05-15,--:--,     39.890
2012-05-16,--:--,     37.380
2012-05-17,--:--,     36.660
2012-05-18,--:--,     36.110
2012-05-19,--:--,     35.590
2012-05-20,--:--,     35.160
2012-05-21,--:--,     34.750
2012-05-22,--:--,     34.490
